map_name,size,ratio,attempt_id,accepted,reason,scenario_file,scenario_bucket,scenario_optlen
arena.map,49,0.1445231153685964,0,1,valid_scenario_sample,arena.map.scen,0,3.0
arena.map,49,0.1445231153685964,1,1,valid_scenario_sample,arena.map.scen,0,2.41421356
arena.map,49,0.1445231153685964,2,1,valid_scenario_sample,arena.map.scen,0,2.0
arena.map,49,0.1445231153685964,3,1,valid_scenario_sample,arena.map.scen,0,1.41421356
arena.map,49,0.1445231153685964,4,1,valid_scenario_sample,arena.map.scen,0,3.82842712
arena.map,49,0.1445231153685964,5,1,valid_scenario_sample,arena.map.scen,0,2.0
arena.map,49,0.1445231153685964,6,1,valid_scenario_sample,arena.map.scen,0,2.41421356
arena.map,49,0.1445231153685964,7,1,valid_scenario_sample,arena.map.scen,0,3.82842712
arena.map,49,0.1445231153685964,8,1,valid_scenario_sample,arena.map.scen,0,3.82842712
arena.map,49,0.1445231153685964,9,1,valid_scenario_sample,arena.map.scen,0,3.41421356
arena.map,49,0.1445231153685964,10,1,valid_scenario_sample,arena.map.scen,1,5.82842712
arena.map,49,0.1445231153685964,11,1,valid_scenario_sample,arena.map.scen,1,4.82842712
arena.map,49,0.1445231153685964,12,1,valid_scenario_sample,arena.map.scen,1,7.65685425
arena.map,49,0.1445231153685964,13,1,valid_scenario_sample,arena.map.scen,1,5.65685425
arena.map,49,0.1445231153685964,14,1,valid_scenario_sample,arena.map.scen,1,4.41421356
arena.map,49,0.1445231153685964,15,1,valid_scenario_sample,arena.map.scen,1,4.82842712
arena.map,49,0.1445231153685964,16,1,valid_scenario_sample,arena.map.scen,1,4.82842712
arena.map,49,0.1445231153685964,17,1,valid_scenario_sample,arena.map.scen,1,6.24264069
arena.map,49,0.1445231153685964,18,1,valid_scenario_sample,arena.map.scen,1,4.41421356
arena.map,49,0.1445231153685964,19,1,valid_scenario_sample,arena.map.scen,1,4.24264069
arena.map,49,0.1445231153685964,20,1,valid_scenario_sample,arena.map.scen,2,9.89949493
arena.map,49,0.1445231153685964,21,1,valid_scenario_sample,arena.map.scen,2,11.82842712
arena.map,49,0.1445231153685964,22,1,valid_scenario_sample,arena.map.scen,2,10.41421356
arena.map,49,0.1445231153685964,23,1,valid_scenario_sample,arena.map.scen,2,9.24264069
arena.map,49,0.1445231153685964,24,1,valid_scenario_sample,arena.map.scen,2,10.41421356
arena.map,49,0.1445231153685964,25,1,valid_scenario_sample,arena.map.scen,2,11.07106781
arena.map,49,0.1445231153685964,26,1,valid_scenario_sample,arena.map.scen,2,8.07106781
arena.map,49,0.1445231153685964,27,1,valid_scenario_sample,arena.map.scen,2,9.24264069
arena.map,49,0.1445231153685964,28,1,valid_scenario_sample,arena.map.scen,2,8.07106781
arena.map,49,0.1445231153685964,29,1,valid_scenario_sample,arena.map.scen,2,10.07106781
arena2.map,281,0.5860477787805003,0,1,valid_scenario_sample,arena2.map.scen,0,3.82842712
arena2.map,281,0.5860477787805003,1,1,valid_scenario_sample,arena2.map.scen,0,3.41421356
arena2.map,281,0.5860477787805003,2,1,valid_scenario_sample,arena2.map.scen,0,2.41421356
arena2.map,281,0.5860477787805003,3,1,valid_scenario_sample,arena2.map.scen,0,2.41421356
arena2.map,281,0.5860477787805003,4,1,valid_scenario_sample,arena2.map.scen,0,3.82842712
arena2.map,281,0.5860477787805003,5,1,valid_scenario_sample,arena2.map.scen,0,2.41421356
arena2.map,281,0.5860477787805003,6,1,valid_scenario_sample,arena2.map.scen,0,3.82842712
arena2.map,281,0.5860477787805003,7,1,valid_scenario_sample,arena2.map.scen,0,2.41421356
arena2.map,281,0.5860477787805003,8,1,valid_scenario_sample,arena2.map.scen,0,1.0
arena2.map,281,0.5860477787805003,9,1,valid_scenario_sample,arena2.map.scen,0,1.0
arena2.map,281,0.5860477787805003,10,1,valid_scenario_sample,arena2.map.scen,1,6.65685425
arena2.map,281,0.5860477787805003,11,1,valid_scenario_sample,arena2.map.scen,1,4.0
arena2.map,281,0.5860477787805003,12,1,valid_scenario_sample,arena2.map.scen,1,7.0
arena2.map,281,0.5860477787805003,13,1,valid_scenario_sample,arena2.map.scen,1,7.24264069
arena2.map,281,0.5860477787805003,14,1,valid_scenario_sample,arena2.map.scen,1,6.41421356
arena2.map,281,0.5860477787805003,15,1,valid_scenario_sample,arena2.map.scen,1,5.24264069
